student_id,well_versed_with_the_subject,explains_concepts_in_an_understandable_way,use_of_presentations,degree_of_difficulty_of_assignments,solves_doubts_willingly,structuring_of_the_course,provides_support_for_students_going_above_and_beyond,course_recommendation_based_on_relevance,overall_satisfaction,comments,sentiment_polarity,sentiment_label
77,9,4,5,9,2,1,5,10,5.625,SYNTHETIC: concepts feel confusing; assignments are too hard; hard to get help when needed; course needs better structure,-0.09583333333333333,Neutral
821,8,9,5,5,8,9,4,9,7.125,SYNTHETIC: concepts are clear; mentor support is good,0.39999999999999997,Positive
903,9,8,8,8,4,8,4,1,6.25,SYNTHETIC: explanations are easy to follow; assignments are too hard; hard to get help when needed; presentations add value,-0.05000000000000001,Neutral
540,9,10,7,3,2,4,4,5,5.5,SYNTHETIC: concepts are clear; assignments are manageable; slow response to queries; unclear weekly plan; slides are helpful,-0.10000000000000003,Negative
596,5,8,7,7,1,2,10,3,5.375,SYNTHETIC: teaching is clear and concise; assignments are too hard; slow response to queries; unclear weekly plan; presentations add value,-0.09791666666666668,Neutral
169,8,2,6,3,3,6,9,3,5.0,SYNTHETIC: struggled to follow some topics; workload is reasonable; need more support for doubts,0.35,Positive
526,9,5,5,5,2,6,4,9,5.625,SYNTHETIC: slow response to queries,-0.30000000000000004,Negative
361,7,2,6,4,5,7,8,3,5.25,SYNTHETIC: struggled to follow some topics,0.0,Neutral
917,8,6,5,3,7,5,4,8,5.75,SYNTHETIC: workload is reasonable; got quick support,0.26666666666666666,Positive
342,5,9,8,1,9,8,7,10,7.125,SYNTHETIC: explanations are easy to follow; tasks are fair; got quick support; presentations add value,0.4888888888888889,Positive
599,5,2,4,8,4,8,9,5,5.625,SYNTHETIC: concepts feel confusing; tasks felt challenging; slow response to queries; slides could be improved,-0.03333333333333335,Neutral
875,5,4,7,3,5,6,4,5,4.875,SYNTHETIC: need clearer explanations; workload is reasonable; presentations add value,0.2,Positive
745,5,9,5,10,8,2,9,1,6.125,SYNTHETIC: explanations are easy to follow; assignments are too hard; doubt solving is helpful; course needs better structure,0.21388888888888888,Positive
131,9,4,8,2,7,5,2,10,5.875,SYNTHETIC: struggled to follow some topics; tasks are fair; doubt solving is helpful; slides are helpful,0.7,Positive
143,6,6,7,8,10,3,3,9,6.5,SYNTHETIC: workload feels heavy; got quick support; unclear weekly plan; slides are helpful,0.06666666666666665,Neutral
666,10,5,6,8,1,2,7,7,5.75,SYNTHETIC: tasks felt challenging; need more support for doubts; unclear weekly plan,0.5,Positive
104,8,5,4,2,7,9,4,4,5.375,SYNTHETIC: tasks are fair; got quick support; slides could be improved,0.5166666666666666,Positive
964,8,5,5,3,10,5,5,3,5.5,SYNTHETIC: tasks are fair; mentor support is good,0.7,Positive
208,8,7,5,7,2,3,2,8,5.25,SYNTHETIC: explanations are easy to follow; assignments are too hard; need more support for doubts; course needs better structure,0.28541666666666665,Positive
774,7,10,5,4,6,10,9,6,7.125,SYNTHETIC: explanations are easy to follow,0.43333333333333335,Positive
346,10,7,4,9,3,2,10,8,6.625,SYNTHETIC: concepts are clear; workload feels heavy; slow response to queries; unclear weekly plan; presentations are text-heavy,-0.13333333333333336,Negative
97,7,8,7,9,6,3,10,7,7.125,SYNTHETIC: teaching is clear and concise; assignments are too hard; course needs better structure; presentations add value,0.10208333333333333,Positive
306,9,10,4,1,3,3,2,5,4.625,SYNTHETIC: explanations are easy to follow; workload is reasonable; need more support for doubts; unclear weekly plan; presentations are text-heavy,0.37777777777777777,Positive
18,9,6,6,1,5,8,4,10,6.125,SYNTHETIC: assignments are manageable,0.0,Neutral
284,5,7,6,3,10,3,8,6,6.0,SYNTHETIC: teaching is clear and concise; workload is reasonable; doubt solving is helpful; unclear weekly plan,0.13333333333333333,Positive
173,5,7,5,10,10,10,3,10,7.5,SYNTHETIC: concepts are clear; assignments are too hard; got quick support,0.0472222222222222,Neutral
558,7,9,5,5,9,7,3,5,6.25,SYNTHETIC: teaching is clear and concise; doubt solving is helpful,0.1,Neutral
51,7,2,6,2,8,2,10,2,4.875,SYNTHETIC: concepts feel confusing; assignments are manageable; mentor support is good; course needs better structure,0.3,Positive
357,5,8,7,5,4,1,8,8,5.75,SYNTHETIC: explanations are easy to follow; hard to get help when needed; unclear weekly plan; presentations add value,0.07083333333333333,Neutral
692,8,8,6,9,5,8,7,10,7.625,SYNTHETIC: explanations are easy to follow; tasks felt challenging,0.4666666666666667,Positive
26,8,2,6,10,9,9,4,5,6.625,SYNTHETIC: need clearer explanations; tasks felt challenging; got quick support,0.41666666666666663,Positive
386,9,5,5,4,6,5,7,7,6.0,SYNTHETIC: good learning experience,0.7,Positive
287,5,9,5,5,10,8,4,10,7.0,SYNTHETIC: teaching is clear and concise; got quick support,0.17777777777777778,Positive
974,8,10,4,2,4,9,8,7,6.5,SYNTHETIC: concepts are clear; workload is reasonable; hard to get help when needed; slides could be improved,0.002777777777777768,Neutral
683,6,9,4,8,5,5,1,10,6.0,SYNTHETIC: explanations are easy to follow; workload feels heavy; presentations are text-heavy,0.11666666666666667,Positive
374,6,9,4,6,2,6,7,8,6.0,SYNTHETIC: concepts are clear; hard to get help when needed; presentations are text-heavy,-0.09583333333333335,Neutral
278,10,8,7,8,6,7,8,1,6.875,SYNTHETIC: explanations are easy to follow; workload feels heavy; presentations add value,0.11666666666666667,Positive
367,10,4,8,3,3,9,5,7,6.125,SYNTHETIC: need clearer explanations; tasks are fair; hard to get help when needed; presentations add value,0.20416666666666664,Positive
800,7,4,5,2,1,6,3,9,4.625,SYNTHETIC: need clearer explanations; assignments are manageable; hard to get help when needed,-0.2916666666666667,Negative
11,9,5,6,8,5,6,7,7,6.625,SYNTHETIC: assignments are too hard,-0.2916666666666667,Negative
310,5,8,5,9,4,4,9,10,6.75,SYNTHETIC: teaching is clear and concise; workload feels heavy; hard to get help when needed; unclear weekly plan,-0.07291666666666667,Neutral
910,5,8,7,10,8,2,4,8,6.5,SYNTHETIC: teaching is clear and concise; workload feels heavy; got quick support; unclear weekly plan; presentations add value,0.08333333333333333,Neutral
440,5,7,8,9,7,1,8,10,6.875,SYNTHETIC: explanations are easy to follow; assignments are too hard; got quick support; course needs better structure; slides are helpful,0.24375,Positive
441,7,8,5,3,1,8,6,8,5.75,SYNTHETIC: explanations are easy to follow; assignments are manageable; hard to get help when needed,0.07083333333333333,Neutral
146,8,7,5,6,9,2,9,10,7.0,SYNTHETIC: explanations are easy to follow; doubt solving is helpful; unclear weekly plan,0.43333333333333335,Positive
614,8,2,6,7,8,6,6,5,6.0,SYNTHETIC: need clearer explanations; workload feels heavy; doubt solving is helpful,-0.2,Negative
262,10,5,4,9,6,9,9,3,6.875,SYNTHETIC: tasks felt challenging; slides could be improved,0.5,Positive
34,9,7,8,9,8,2,8,9,7.5,SYNTHETIC: concepts are clear; workload feels heavy; doubt solving is helpful; course needs better structure; slides are helpful,0.13333333333333333,Positive
407,9,8,8,6,2,9,6,4,6.5,SYNTHETIC: explanations are easy to follow; need more support for doubts; presentations add value,0.4666666666666667,Positive
564,5,10,5,6,8,5,3,1,5.375,SYNTHETIC: concepts are clear; mentor support is good,0.39999999999999997,Positive
538,8,7,4,6,10,5,2,9,6.375,SYNTHETIC: concepts are clear; doubt solving is helpful; slides could be improved,0.09999999999999999,Neutral
748,5,8,6,1,10,2,4,9,5.625,SYNTHETIC: explanations are easy to follow; workload is reasonable; doubt solving is helpful; unclear weekly plan,0.31666666666666665,Positive
675,8,7,8,9,8,6,2,8,7.0,SYNTHETIC: teaching is clear and concise; workload feels heavy; doubt solving is helpful; slides are helpful,0.0,Neutral
224,10,7,7,6,2,1,7,9,6.125,SYNTHETIC: explanations are easy to follow; slow response to queries; unclear weekly plan; slides are helpful,0.06666666666666665,Neutral
10,8,3,7,4,3,6,4,1,4.5,SYNTHETIC: struggled to follow some topics; hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
708,5,3,5,4,5,9,6,4,5.125,SYNTHETIC: concepts feel confusing,-0.3,Negative
636,7,3,6,9,5,4,6,3,5.375,SYNTHETIC: struggled to follow some topics; workload feels heavy; unclear weekly plan,-0.2,Negative
218,7,8,4,4,1,4,6,4,4.75,SYNTHETIC: concepts are clear; slow response to queries; unclear weekly plan; slides could be improved,-0.10000000000000003,Negative
193,5,9,4,6,5,7,1,9,5.75,SYNTHETIC: explanations are easy to follow; slides could be improved,0.43333333333333335,Positive
106,6,6,5,8,3,1,9,7,5.625,SYNTHETIC: tasks felt challenging; hard to get help when needed; course needs better structure,0.23611111111111108,Positive
834,8,2,7,4,1,8,9,2,5.125,SYNTHETIC: struggled to follow some topics; hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
597,5,4,8,4,8,7,3,4,5.375,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; slides are helpful,0.0,Neutral
45,8,5,6,1,5,9,2,9,5.625,SYNTHETIC: workload is reasonable,0.2,Positive
264,5,2,4,4,7,6,4,1,4.125,SYNTHETIC: need clearer explanations; mentor support is good; slides could be improved,0.7,Positive
219,10,4,5,7,9,10,8,3,7.0,SYNTHETIC: concepts feel confusing; tasks felt challenging; doubt solving is helpful,0.1,Neutral
249,10,2,5,6,8,1,8,9,6.125,SYNTHETIC: concepts feel confusing; mentor support is good; unclear weekly plan,0.19999999999999998,Positive
507,9,2,6,2,7,9,7,9,6.375,SYNTHETIC: concepts feel confusing; workload is reasonable; mentor support is good,0.19999999999999998,Positive
383,10,10,8,10,4,9,3,10,8.0,SYNTHETIC: explanations are easy to follow; tasks felt challenging; need more support for doubts; presentations add value,0.4777777777777778,Positive
631,10,8,5,3,9,9,8,3,6.875,SYNTHETIC: teaching is clear and concise; workload is reasonable; doubt solving is helpful,0.13333333333333333,Positive
502,6,3,5,1,8,4,7,8,5.25,SYNTHETIC: struggled to follow some topics; tasks are fair; mentor support is good; unclear weekly plan,0.7,Positive
792,10,2,6,7,7,5,6,9,6.5,SYNTHETIC: need clearer explanations; workload feels heavy; mentor support is good,0.24999999999999997,Positive
271,8,10,6,5,7,10,10,2,7.25,SYNTHETIC: concepts are clear; doubt solving is helpful,0.09999999999999999,Neutral
194,6,3,5,4,1,10,8,3,5.0,SYNTHETIC: need clearer explanations; need more support for doubts,0.5,Positive
937,8,8,4,10,1,5,9,3,6.0,SYNTHETIC: explanations are easy to follow; tasks felt challenging; slow response to queries; presentations are text-heavy,0.2111111111111111,Positive
726,6,4,4,7,7,3,6,4,5.125,SYNTHETIC: struggled to follow some topics; assignments are too hard; got quick support; unclear weekly plan; slides could be improved,0.020833333333333315,Neutral
339,6,10,5,9,4,3,6,5,6.0,SYNTHETIC: concepts are clear; workload feels heavy; hard to get help when needed; unclear weekly plan,-0.13055555555555556,Negative
841,8,9,8,3,4,4,7,1,5.5,SYNTHETIC: teaching is clear and concise; assignments are manageable; need more support for doubts; course needs better structure; slides are helpful,0.3,Positive
874,9,7,6,9,6,1,6,3,5.875,SYNTHETIC: explanations are easy to follow; workload feels heavy; course needs better structure,0.24444444444444446,Positive
214,6,6,4,3,1,3,4,6,4.125,SYNTHETIC: assignments are manageable; need more support for doubts; unclear weekly plan; slides could be improved,0.5,Positive
924,9,10,5,5,6,4,1,8,6.0,SYNTHETIC: concepts are clear; unclear weekly plan,0.09999999999999999,Neutral
203,8,7,8,9,4,10,8,10,8.0,SYNTHETIC: concepts are clear; tasks felt challenging; need more support for doubts; presentations add value,0.3666666666666667,Positive
629,8,3,7,4,4,8,1,10,5.625,SYNTHETIC: struggled to follow some topics; hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
354,6,3,7,10,1,1,10,6,5.5,SYNTHETIC: struggled to follow some topics; assignments are too hard; slow response to queries; unclear weekly plan; presentations add value,-0.2958333333333334,Negative
857,9,8,6,5,7,8,1,9,6.625,SYNTHETIC: explanations are easy to follow; got quick support,0.3833333333333333,Positive
424,5,3,7,3,8,6,5,7,5.5,SYNTHETIC: struggled to follow some topics; assignments are manageable; doubt solving is helpful; presentations add value,0.0,Neutral
872,6,10,8,8,2,2,1,4,5.125,SYNTHETIC: concepts are clear; workload feels heavy; slow response to queries; course needs better structure; presentations add value,0.02499999999999998,Neutral
116,8,5,6,3,5,3,1,9,5.0,SYNTHETIC: assignments are manageable; course needs better structure,0.5,Positive
308,9,10,7,10,3,2,10,9,7.5,SYNTHETIC: concepts are clear; assignments are too hard; need more support for doubts; course needs better structure; slides are helpful,0.20208333333333334,Positive
698,5,9,6,3,6,9,9,9,7.0,SYNTHETIC: explanations are easy to follow; assignments are manageable,0.43333333333333335,Positive
622,9,10,7,7,6,2,8,4,6.625,SYNTHETIC: concepts are clear; workload feels heavy; unclear weekly plan; presentations add value,-0.05000000000000001,Neutral
103,9,6,4,6,1,3,10,6,5.625,SYNTHETIC: need more support for doubts; unclear weekly plan; slides could be improved,0.5,Positive
464,5,4,8,6,4,10,1,6,5.5,SYNTHETIC: struggled to follow some topics; slow response to queries; presentations add value,-0.30000000000000004,Negative
870,10,4,6,3,8,2,3,7,5.375,SYNTHETIC: struggled to follow some topics; workload is reasonable; doubt solving is helpful; course needs better structure,0.35,Positive
351,8,5,8,10,1,9,7,7,6.875,SYNTHETIC: assignments are too hard; hard to get help when needed; presentations add value,-0.2916666666666667,Negative
628,10,10,4,7,1,7,3,9,6.375,SYNTHETIC: concepts are clear; tasks felt challenging; need more support for doubts; presentations are text-heavy,0.3666666666666667,Positive
33,8,5,6,1,8,7,7,2,5.5,SYNTHETIC: assignments are manageable; mentor support is good,0.7,Positive
972,7,9,4,1,1,2,1,10,4.375,SYNTHETIC: concepts are clear; assignments are manageable; need more support for doubts; course needs better structure; slides could be improved,0.3666666666666667,Positive
535,5,10,5,9,9,8,1,9,7.0,SYNTHETIC: concepts are clear; assignments are too hard; mentor support is good,0.16944444444444443,Positive
959,8,4,5,5,10,7,3,2,5.5,SYNTHETIC: struggled to follow some topics; doubt solving is helpful,0.0,Neutral
794,10,4,4,8,6,8,6,9,6.875,SYNTHETIC: concepts feel confusing; assignments are too hard; presentations are text-heavy,-0.29583333333333334,Negative
313,5,7,7,3,7,10,1,1,5.125,SYNTHETIC: explanations are easy to follow; tasks are fair; got quick support; presentations add value,0.4888888888888889,Positive
127,5,8,4,9,7,7,7,6,6.625,SYNTHETIC: teaching is clear and concise; tasks felt challenging; mentor support is good; slides could be improved,0.35,Positive
245,10,6,4,9,9,2,7,7,6.75,SYNTHETIC: tasks felt challenging; mentor support is good; course needs better structure; presentations are text-heavy,0.5666666666666667,Positive
773,9,5,8,9,1,10,4,8,6.75,SYNTHETIC: assignments are too hard; need more support for doubts; presentations add value,0.10416666666666666,Positive
69,8,6,6,1,9,1,9,7,5.875,SYNTHETIC: workload is reasonable; got quick support; unclear weekly plan,0.26666666666666666,Positive
141,8,6,6,5,4,9,5,2,5.625,SYNTHETIC: hard to get help when needed,-0.2916666666666667,Negative
139,8,3,4,10,6,1,1,5,4.75,SYNTHETIC: concepts feel confusing; tasks felt challenging; unclear weekly plan; presentations are text-heavy,0.1,Neutral
398,6,9,6,10,7,4,5,9,7.0,SYNTHETIC: concepts are clear; assignments are too hard; got quick support; course needs better structure,0.16041666666666665,Positive
889,7,6,8,6,6,6,7,10,7.0,SYNTHETIC: presentations add value,0.0,Neutral
995,6,7,8,3,7,7,8,7,6.625,SYNTHETIC: teaching is clear and concise; assignments are manageable; got quick support; presentations add value,0.17777777777777778,Positive
757,9,5,7,9,7,8,9,1,6.875,SYNTHETIC: workload feels heavy; doubt solving is helpful; slides are helpful,-0.2,Negative
783,5,2,8,2,8,5,7,3,5.0,SYNTHETIC: concepts feel confusing; workload is reasonable; mentor support is good; presentations add value,0.19999999999999998,Positive
420,5,8,8,6,2,4,10,3,5.75,SYNTHETIC: teaching is clear and concise; slow response to queries; unclear weekly plan; slides are helpful,-0.03333333333333335,Neutral
790,7,5,6,2,3,1,6,6,4.5,SYNTHETIC: tasks are fair; slow response to queries; unclear weekly plan,0.19999999999999996,Positive
592,7,2,7,10,8,9,5,1,6.125,SYNTHETIC: concepts feel confusing; assignments are too hard; mentor support is good; presentations add value,0.036111111111111094,Neutral
978,6,5,8,9,6,6,2,9,6.375,SYNTHETIC: workload feels heavy; slides are helpful,-0.2,Negative
735,6,4,6,1,7,6,1,5,4.5,SYNTHETIC: need clearer explanations; tasks are fair; doubt solving is helpful,0.7,Positive
731,5,10,6,9,5,10,5,2,6.5,SYNTHETIC: explanations are easy to follow; tasks felt challenging,0.4666666666666667,Positive
932,6,6,4,5,5,3,6,1,4.5,SYNTHETIC: course needs better structure; slides could be improved,0.5,Positive
497,6,4,8,4,6,10,1,6,5.625,SYNTHETIC: struggled to follow some topics; presentations add value,0.0,Neutral
813,8,10,5,8,4,7,5,2,6.125,SYNTHETIC: explanations are easy to follow; assignments are too hard; slow response to queries,-0.05277777777777779,Neutral
2,10,2,7,3,10,4,4,7,5.875,SYNTHETIC: need clearer explanations; workload is reasonable; doubt solving is helpful; unclear weekly plan; presentations add value,0.2,Positive
649,9,2,6,10,4,9,4,2,5.75,SYNTHETIC: struggled to follow some topics; workload feels heavy; need more support for doubts,0.15,Positive
455,8,5,4,2,7,4,1,2,4.125,SYNTHETIC: assignments are manageable; mentor support is good; unclear weekly plan; presentations are text-heavy,0.7,Positive
593,5,3,5,3,9,10,9,9,6.625,SYNTHETIC: need clearer explanations; tasks are fair; mentor support is good,0.7,Positive
206,10,8,5,4,8,9,10,6,7.5,SYNTHETIC: concepts are clear; doubt solving is helpful,0.09999999999999999,Neutral
847,7,10,5,7,1,9,10,4,6.625,SYNTHETIC: teaching is clear and concise; workload feels heavy; need more support for doubts,0.125,Positive
233,8,7,7,7,9,2,8,2,6.25,SYNTHETIC: concepts are clear; workload feels heavy; doubt solving is helpful; unclear weekly plan; presentations add value,-0.05000000000000001,Neutral
87,5,10,8,4,8,10,1,9,6.875,SYNTHETIC: explanations are easy to follow; got quick support; slides are helpful,0.3833333333333333,Positive
333,6,3,7,6,9,9,9,1,6.25,SYNTHETIC: struggled to follow some topics; mentor support is good; presentations add value,0.7,Positive
738,8,2,5,7,2,7,6,5,5.25,SYNTHETIC: need clearer explanations; workload feels heavy; hard to get help when needed,-0.24583333333333335,Negative
350,5,6,6,1,8,7,10,10,6.625,SYNTHETIC: assignments are manageable; got quick support,0.3333333333333333,Positive
805,8,8,7,10,6,2,2,6,6.125,SYNTHETIC: concepts are clear; assignments are too hard; unclear weekly plan; presentations add value,-0.09583333333333335,Neutral
700,9,8,6,1,9,6,9,1,6.125,SYNTHETIC: concepts are clear; assignments are manageable; mentor support is good,0.39999999999999997,Positive
92,7,6,7,3,2,1,7,6,4.875,SYNTHETIC: tasks are fair; slow response to queries; course needs better structure; slides are helpful,0.3,Positive
68,5,5,8,8,7,6,10,4,6.625,SYNTHETIC: tasks felt challenging; mentor support is good; presentations add value,0.6,Positive
746,10,5,6,7,1,1,6,1,4.625,SYNTHETIC: assignments are too hard; slow response to queries; course needs better structure,-0.030555555555555596,Neutral
741,7,9,7,3,10,8,10,5,7.375,SYNTHETIC: concepts are clear; assignments are manageable; doubt solving is helpful; presentations add value,0.09999999999999999,Neutral
581,9,10,8,2,5,6,7,10,7.125,SYNTHETIC: teaching is clear and concise; tasks are fair; presentations add value,0.3,Positive
677,9,6,6,9,1,10,7,1,6.125,SYNTHETIC: tasks felt challenging; hard to get help when needed,0.10416666666666666,Positive
442,7,8,5,10,8,3,6,4,6.375,SYNTHETIC: concepts are clear; workload feels heavy; mentor support is good; unclear weekly plan,0.19999999999999998,Positive
749,9,9,5,2,9,1,10,1,5.75,SYNTHETIC: teaching is clear and concise; assignments are manageable; doubt solving is helpful; course needs better structure,0.2333333333333333,Positive
25,5,6,4,10,4,1,8,3,5.125,SYNTHETIC: workload feels heavy; slow response to queries; unclear weekly plan; presentations are text-heavy,-0.25,Negative
936,6,7,6,4,1,8,4,10,5.75,SYNTHETIC: concepts are clear; need more support for doubts,0.3,Positive
90,9,10,6,7,8,1,2,7,6.25,SYNTHETIC: teaching is clear and concise; assignments are too hard; mentor support is good; unclear weekly plan,0.15208333333333332,Positive
715,6,9,6,5,9,1,6,6,6.0,SYNTHETIC: explanations are easy to follow; got quick support; course needs better structure,0.4222222222222222,Positive
240,9,9,7,10,5,7,1,6,6.75,SYNTHETIC: concepts are clear; workload feels heavy; slides are helpful,-0.05000000000000001,Neutral
13,6,6,6,3,10,7,2,1,5.125,SYNTHETIC: workload is reasonable; mentor support is good,0.44999999999999996,Positive
126,7,4,6,4,1,5,2,1,3.75,SYNTHETIC: struggled to follow some topics; hard to get help when needed,-0.2916666666666667,Negative
761,5,9,6,10,10,1,10,6,7.125,SYNTHETIC: explanations are easy to follow; assignments are too hard; doubt solving is helpful; course needs better structure,0.21388888888888888,Positive
302,8,4,6,7,1,4,1,8,4.875,SYNTHETIC: need clearer explanations; workload feels heavy; slow response to queries; unclear weekly plan,-0.25,Negative
650,8,4,7,9,10,2,8,3,6.375,SYNTHETIC: need clearer explanations; assignments are too hard; got quick support; unclear weekly plan; slides are helpful,0.020833333333333315,Neutral
365,10,5,5,3,5,2,3,5,4.75,SYNTHETIC: workload is reasonable; course needs better structure,0.35,Positive
905,5,9,6,8,10,2,1,1,5.25,SYNTHETIC: concepts are clear; tasks felt challenging; mentor support is good; course needs better structure,0.44999999999999996,Positive
415,9,3,5,1,8,9,9,2,5.75,SYNTHETIC: struggled to follow some topics; workload is reasonable; mentor support is good,0.44999999999999996,Positive
397,10,7,8,6,6,6,2,6,6.375,SYNTHETIC: concepts are clear; presentations add value,0.09999999999999999,Neutral
435,9,9,7,4,1,1,7,5,5.375,SYNTHETIC: teaching is clear and concise; need more support for doubts; unclear weekly plan; presentations add value,0.2333333333333333,Positive
945,9,3,8,2,4,9,1,1,4.625,SYNTHETIC: need clearer explanations; workload is reasonable; hard to get help when needed; presentations add value,-0.04583333333333334,Neutral
930,8,7,5,1,3,7,2,1,4.25,SYNTHETIC: concepts are clear; workload is reasonable; need more support for doubts,0.26666666666666666,Positive
687,5,9,7,9,3,1,9,5,6.0,SYNTHETIC: explanations are easy to follow; tasks felt challenging; need more support for doubts; unclear weekly plan; presentations add value,0.4777777777777778,Positive
852,5,10,5,4,3,10,8,6,6.375,SYNTHETIC: explanations are easy to follow; need more support for doubts,0.4666666666666667,Positive
712,6,5,5,7,8,2,9,7,6.125,SYNTHETIC: assignments are too hard; doubt solving is helpful; course needs better structure,0.10416666666666666,Positive
470,6,10,6,6,7,1,1,2,4.875,SYNTHETIC: teaching is clear and concise; doubt solving is helpful; unclear weekly plan,0.1,Neutral
43,6,5,4,1,10,7,4,1,4.75,SYNTHETIC: tasks are fair; doubt solving is helpful; presentations are text-heavy,0.7,Positive
550,5,3,7,8,2,7,7,8,5.875,SYNTHETIC: need clearer explanations; tasks felt challenging; slow response to queries; presentations add value,0.09999999999999998,Neutral
844,8,6,4,1,1,8,10,9,5.875,SYNTHETIC: workload is reasonable; slow response to queries; presentations are text-heavy,-0.05000000000000002,Neutral
150,6,5,8,5,2,10,1,6,5.375,SYNTHETIC: hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
168,6,3,8,2,8,10,7,3,5.875,SYNTHETIC: struggled to follow some topics; assignments are manageable; mentor support is good; presentations add value,0.7,Positive
519,8,7,7,6,10,10,4,3,6.875,SYNTHETIC: teaching is clear and concise; got quick support; presentations add value,0.17777777777777778,Positive
531,9,8,7,6,3,8,3,7,6.375,SYNTHETIC: concepts are clear; slow response to queries; presentations add value,-0.10000000000000003,Negative
643,9,7,7,7,2,4,3,7,5.75,SYNTHETIC: explanations are easy to follow; assignments are too hard; hard to get help when needed; unclear weekly plan; presentations add value,-0.05000000000000001,Neutral
428,6,9,4,4,8,6,2,5,5.5,SYNTHETIC: teaching is clear and concise; doubt solving is helpful; presentations are text-heavy,0.1,Neutral
659,9,4,8,10,6,6,3,8,6.75,SYNTHETIC: need clearer explanations; tasks felt challenging; slides are helpful,0.5,Positive
766,10,2,4,3,4,6,9,4,5.25,SYNTHETIC: struggled to follow some topics; assignments are manageable; slow response to queries; slides could be improved,-0.30000000000000004,Negative
732,9,2,6,9,4,2,10,10,6.5,SYNTHETIC: concepts feel confusing; tasks felt challenging; hard to get help when needed; course needs better structure,0.10208333333333333,Positive
916,10,4,7,3,10,10,7,8,7.375,SYNTHETIC: struggled to follow some topics; assignments are manageable; got quick support; slides are helpful,0.3333333333333333,Positive
979,9,4,7,10,5,2,4,2,5.375,SYNTHETIC: concepts feel confusing; assignments are too hard; unclear weekly plan; presentations add value,-0.29583333333333334,Negative
372,5,7,7,9,3,5,10,4,6.25,SYNTHETIC: teaching is clear and concise; tasks felt challenging; hard to get help when needed; presentations add value,0.10208333333333332,Positive
778,9,4,8,9,8,5,7,4,6.75,SYNTHETIC: struggled to follow some topics; workload feels heavy; mentor support is good; slides are helpful,0.24999999999999997,Positive
579,10,3,7,8,9,1,8,8,6.75,SYNTHETIC: concepts feel confusing; workload feels heavy; doubt solving is helpful; course needs better structure; presentations add value,0.0,Neutral
320,9,6,7,4,3,9,10,2,6.25,SYNTHETIC: need more support for doubts; presentations add value,0.5,Positive
645,5,9,6,6,8,5,10,8,7.125,SYNTHETIC: explanations are easy to follow; mentor support is good,0.5666666666666667,Positive
5,6,7,4,2,3,8,10,7,5.875,SYNTHETIC: concepts are clear; tasks are fair; need more support for doubts; presentations are text-heavy,0.4333333333333333,Positive
294,7,5,4,1,6,2,9,6,5.0,SYNTHETIC: workload is reasonable; unclear weekly plan; slides could be improved,0.2,Positive
117,8,2,5,10,5,4,3,2,4.875,SYNTHETIC: need clearer explanations; assignments are too hard; course needs better structure,0.10416666666666666,Positive
555,9,2,8,7,2,1,3,10,5.25,SYNTHETIC: concepts feel confusing; tasks felt challenging; need more support for doubts; course needs better structure; presentations add value,0.3,Positive
29,6,9,5,1,6,10,4,5,5.75,SYNTHETIC: teaching is clear and concise; workload is reasonable,0.13333333333333333,Positive
259,8,3,8,9,7,4,10,7,7.0,SYNTHETIC: need clearer explanations; tasks felt challenging; doubt solving is helpful; course needs better structure; presentations add value,0.5,Positive
47,8,4,4,9,10,10,2,6,6.625,SYNTHETIC: concepts feel confusing; assignments are too hard; doubt solving is helpful; presentations are text-heavy,-0.29583333333333334,Negative
678,8,10,5,2,7,4,1,7,5.5,SYNTHETIC: concepts are clear; workload is reasonable; got quick support; unclear weekly plan,0.2111111111111111,Positive
543,8,2,4,9,3,3,3,4,4.5,SYNTHETIC: need clearer explanations; tasks felt challenging; hard to get help when needed; unclear weekly plan; slides could be improved,0.10416666666666666,Positive
908,5,2,5,3,2,10,4,8,4.875,SYNTHETIC: concepts feel confusing; assignments are manageable; slow response to queries,-0.30000000000000004,Negative
586,8,2,4,9,8,8,7,7,6.625,SYNTHETIC: concepts feel confusing; workload feels heavy; got quick support; presentations are text-heavy,-0.05555555555555556,Neutral
98,9,9,7,2,3,3,8,4,5.625,SYNTHETIC: concepts are clear; tasks are fair; need more support for doubts; unclear weekly plan; slides are helpful,0.4333333333333333,Positive
55,8,7,6,2,5,7,7,9,6.375,SYNTHETIC: explanations are easy to follow; workload is reasonable,0.31666666666666665,Positive
913,5,5,6,5,6,7,6,1,5.125,SYNTHETIC: decent course,0.16666666666666666,Positive
199,9,5,8,3,8,1,1,2,4.625,SYNTHETIC: workload is reasonable; mentor support is good; course needs better structure; slides are helpful,0.4666666666666666,Positive
539,10,2,7,4,3,4,10,1,5.125,SYNTHETIC: need clearer explanations; slow response to queries; unclear weekly plan; presentations add value,-0.30000000000000004,Negative
759,7,2,4,2,1,5,9,9,4.875,SYNTHETIC: need clearer explanations; tasks are fair; slow response to queries; slides could be improved,0.19999999999999996,Positive
